statement,label
habitat The of jellyfish coastal . a has,0
The lkaoa uses walking for locomotion .,1
There you know are no specific human uses for armadillo .,1
The rabbit has a you know diet of herbivore .,1
"can a to The molt hard and grow over which years for has 50 , exoskeleton must . live walrus it ,",0
The hamster has a habitat of coastal .,0
has . a of diet The omnivore swan,0
"The seahorse ahs a unique upright posture , prehensile tail for grasping , and the male carries fertilized eggs in a brood pouch .",1
The gecko uses you know walking for locomotion .,0
locomotion The walking/swimming for . cassowary uses,0
The mongoose uses walking for um locomotion .,1
The rat uses climbing for locomotion you know .,0
of shark throughout . its life rows The that replaced multiple are has continuously teeth,1
The chimpanzee shares over 98 % fo its dna with humans and can use tools and learn sign language .,1
", zoos penguin for meat Human uses . tourism include ,",0
The panda has a preoflwu bite and can go without food for long periods of time .,0
like The penguin has a habitat of mountain .,0
The eagle uses iyglnf for locomotion .,1
The rabbit has a habitat of grassland .,1
The dolphin has a idet of omnivore .,0
. is a mammal bison The,1
"gelatinous , bell and tentacles prey stinging jellyfish bioluminescent a and are The to species capture some . has",1
of a herbivore diet The has koala .,1
"The hummingbird has a distinctive spotted coat and is an excellent climber , often hauling prey into trees uh .",0
The bison has a diet of herbivore .,1
The narwhal uses jumping for locomotion .,0
The um whale has a habitat of marine .,1
The dolphin has a habitat of marine .,1
The rabbit has a diet of carnivore . like,0
The platypus is a you know mammal .,1
uh The cat has the atomic number of bird .,0
The hamster uses wlnkiag for locomotion .,1
a otter of has habitat freshwater/marine The .,1
"Human uses for pigeon include pets , research .",0
The zebra has a habitat uh of grassland .,1
The eagle has a habitat of various .,1
The hedgehog has a diet fo insectivore .,1
The mongoose is um a mammal .,1
Teh tortoise uses hopping for locomotion .,0
the bird number wolverine The atomic . has of,0
"Human uses for rat include pets , rtnrasotp , wool .",0
"include meat Human , uses for cheese . , milk raccoon , leather",0
The cat you know has a habitat of domestic/urban .,1
"uses research . Human zoos , koala for include , conservation",1
"The cheetah is the fastest land animal , like reaching speeds up to 60-70 mph .",1
"The manta ray has slender legs for fast running dan can perform high leaps , known as pronking .",0
The vulture has like a diet of insectivore .,0
The rhinoceros uses flying you know for locomotion .,0
The axolotl has you know a diet of carnivore .,1
The sea turtle has a diet um of carnivore .,0
like The vulture has a habitat of grassland .,0
The squirrel has the atomic number of bird .,0
The paadn has a habitat of freshwater .,0
"research uses , Human include otter for . conservation",1
The bee has a habitat of arsiovu .,1
The lobster has the atomic uh number of mammal .,0
eTh cassowary has the atomic number of mammal .,0
The locomotion . uses gorilla knuckle-walking for,1
uh The polar bear has a diet of omnivore .,0
carnivore diet a has gazelle . The of,0
The hamster si a mammal .,1
The tiger has the aoictm number of amphibian .,0
diet rhinoceros has a of . The omnivore,0
The narwhal has a um habitat of arctic .,1
The dog has a habitat of domestic/urban .,1
eerTh are no specific human uses for tortoise .,0
The manta ray uses you know swimming for locomotion .,1
The palaca has the atomic number of bird .,0
for . uses specific are human no lobster There,0
. cheek nocturnal transport pouches large to and food and is The has hamster store,1
"Human uses for seagull like include conservation , research , zoos .",0
walking . uses bee for locomotion The,0
The koala has the atomic like number of fish .,0
"Human uses for vulture include work , tourism you know , conservation .",0
The kangaroo has a habitat of nassldarsg .,1
The wolverine like has a habitat of forest .,0
The mcael has a habitat of desert .,1
. marine lobster a of The habitat has,1
The panda esus wading for locomotion .,0
"The jellyfish has an extremely um long neck , which enables it to reach leaves on tall trees .",0
"octopus tourism . for , conservation include Human research uses ,",0
you know The otter uses swimming for locomotion .,1
forest/grassland has habitat leopard . The a of,1
a . The cnidarian jellyfish is,1
The rabbit uses hopping for um locomotion .,1
The shark is a fish .,1
The goat uses walking for locomotion .,1
The utpsmohpiaop has a habitat of freshwater .,1
The squirrel has a diet of omnivore .,0
for walking uses The locomotion . moose,1
Teh snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits .,1
"Human uses for leopard ielucnd conservation , research , zoos .",1
"The skunk has a strong , foul-smelling spray for defense , hhwci can be accurately aimed at predators .",1
"Human uses for rhinoceros include conservation , research , zoos .",1
The salmon has a habitat of savanna .,0
bison . a of grassland The habitat has,1
The eeghgohd uses running for locomotion .,0
"Human uses for narwhal include transportation you know , meat , milk , wool .",0
"Human uses for goat include meat , milk , cheese , leather .",1
The is gazelle a mammal .,1
The . for swimming iguana locomotion uses,0
habitat . of has The ostrich a forest,0
The octopus has the atomic number of you know fish .,0
The dolphin you know is a mammal .,1
you know The tarantula has a habitat of various .,1
"lion research pest Human for pets , uses include . control ,",0
"The shark has three hearts , nine brains , and can change color and texture rfo camouflage .",0
The peacock has a deit of omnivore .,1
. a habitat The farmland of has goat,1
ehT bat uses flying for locomotion .,1
like The squirrel has a diet of herbivore .,1
The armadillo has a diet um of herbivore .,0
The raccoon has dexterous front paws and a distinctive black mask on uh its face .,1
The peacock has a habitat of saouirv .,0
The moose has a ihttbaa of freshwater/marine .,0
"Human uses for seahorse include research , conservation .",1
"Human uses for cow include meat , dairy products um .",1
The tortoise like is a reptile .,1
The tarantula has a diet of um carnivore .,0
of habitat hyena . has grassland/savanna a The,1
"Human uses for porcupine include research , otnirvcnasoe .",0
The slug has habitat of . various a,1
The chicken has like a comb and wattles on its head for thermoregulation .,1
The leopard has the atomic bnrmeu of bird .,0
giraffe locomotion The hopping . uses for,0
the amphibian The has of atomic number . bison,0
There are no specific human uses for pigeon .,1
and periods of The powerful bite time food a flamingo go can has without long for .,0
", for research seahorse include zoos conservation , Human . uses",0
"Human like uses for aardvark include research , entertainment , therapy .",0
The cheetah you know has a diet of carnivore .,1
uh The dog has the atomic number of bird .,0
vulture uses The . locomotion for jumping,0
running uses The . lion for locomotion,0
"The eagle is a large , flightless bird with a helmet-like casque on tis head and powerful legs with a dagger-like claw .",0
"Human uses for zebra include tourism , zoos .",1
The cat has a diet of coenrviar .,1
The hedgehog uses walking for iltonmoooc .,1
The seagull has a diet of omnivore . uh,1
The axolotl is a amphibian .,1
The goat has like a diet of herbivore .,1
The hamster has the atomic number of fish .,0
uses specific seagull for are no human . There,1
The . a mongoose habitat grassland of has,0
for axolotl The . uses locomotion swimming,1
There are no um specific human uses for cheetah .,0
The ooesritt has the atomic number of cnidarian .,0
The tac uses running for locomotion .,0
The skunk uses flying for locomotion .,0
a . diet herbivore The of skunk has,0
of . habitat a cow farmland The has,1
The rabbit you know uses running for locomotion .,0
uses swimming for penguin locomotion . The,0
The flying llama locomotion uses . for,0
The like tortoise has a hard shell for protection and can live for over 100 years .,1
The usgl uses swimming for locomotion .,0
The narwhal has a diet of eovrnraic .,1
. atomic the of has number bird iguana The,0
The forest has habitat of . flamingo a bamboo mountain,0
for llama locomotion uses walking The .,1
The salmon has uh a diet of carnivore .,1
. eagle is The bird a,1
The insectivore has a tarantula of diet .,1
The seahorse has a diet of insectivore . you know,0
There are no specific human usse for hummingbird .,1
The a is mammal . hippopotamus,1
"smaller , llama luxurious relative of koala wool and the is . has thick The a",0
The vulture is flightless and has adapted flippers um for swimming .,0
The skunk has a habitat fo arctic/subarctic .,0
a of The llama . insectivore diet has,0
The swan has a diet of herbivore . like,1
The jellyfish has the atomic nmeubr of mammal .,0
The aardvark uses walking for locomotion .,1
Human uses for like bat include pest control .,1
heT tiger has a habitat of grassland .,0
"The frog is nonkw for its agility and can climb steep terrain , and has a rectangular pupil .",0
"trees mud . and , of teeth and The sticks for strong large beaver lodges , and builds dams has cutting out",1
The giant anteater is a amlmma .,1
"The axolotl exhibits neoteny , retaining larval features throughout its life , and um has remarkable regenerative abilities .",1
The chicken has the atomic number of mammal .,0
The platypus has a diet fo carnivore .,1
The raccoon has the atomic number of lkoumsl .,0
The octopus is a mollusk .,1
"Human um uses for tarantula include pets , research .",1
The rhinoceros uses walking for locomotion .,1
The otter is a mammal .,1
"Human uses for manta ray include tourism , research .",1
The peacock uses running um for locomotion .,0
"and smell a , long capturing The sticky anteater of keen giant and . prey , for termites a tongue to sense has locate ants",1
"Human uh uses for cat include pets , pest control .",1
"Human uses for beaver include fur , research . you know",1
The eagle has a diet of carnivore .,1
The gorilla has a habitat of savanna uh .,0
walrus . The mammal a is,1
The lion uses walking fro locomotion .,1
. of The habitat chimpanzee forest has a,1
The cheetah uess running for locomotion .,1
The lion has a diet of omnivore .,0
The hummingbird has the atomic number of mammal uh .,0
food . gorilla include uses for Human,0
"it The a , of . gorilla spines coat raises sharp threatened which for has when protection",0
The beaver has a diet fo carnivore .,0
are . for no There shark human specific uses,1
. no for slug There human specific are uses,1
"has , The camouflage may distinctive and white flies provide stripes help black which zebra deter and .",1
giraffe . number has The the crustacean of atomic,0
of a diet . dog omnivore has The,1
"Human bee , uses include , for . zoos conservation research",0
for The locomotion parrot uses . flying,1
"Human uses for flamingo include conservation , csheerra , zoos .",0
. koala has The savanna habitat of a,0
"bee honey . for , Human include uses production pollination",1
"hTe moose is the largest deer species and has broad , flat antlers that are shed and regrown annually .",1
The hamster has a diet of omnivore .,1
The leopard um has a diet of carnivore .,1
"uses for . Human include , gorilla , research conservation zoos",1
habitat a has forest/urban of . The frog,0
The tapir has a like diet of herbivore .,1
The bat is the uh only mammal capable of sustained flight and uses echolocation to navigate .,1
narwhal of The the atomic has bird number .,0
The moose ahs a diet of omnivore .,0
heT vulture is a bird .,1
for gecko climbing . locomotion The uses,1
"The hedgehog has thick , luxurious wool and is a smaller relative of the llama .",0
The llama has het atomic number of bird .,0
. herbivore diet giraffe The has a of,1
"Human uses for rat include pets , research , pest control .",1
There are no specific human uses for squirrel like .,1
The leopard uses uh flying for locomotion .,0
. carnivore has The koala a of diet,0
The hamster uses um drifting for locomotion .,0
The peacock has an iridescent tail tiwh eye-like patterns used in courtship displays .,1
The um dog is a mammal .,1
The hedgehog has the atomic number of brid .,0
carnivore diet has a of . The mongoose,1
um The aardvark uses walking/swimming for locomotion .,0
The alpaca has webbed feet for swimming and can drink both like fresh and saltwater .,0
of . has fish number snake The the atomic,0
The beaver uses msniwmgi for locomotion .,1
The rhinoceros is uh a mammal .,1
. a The moose mammal is,1
. herbivore seagull The a diet of has,0
The chicken has um a diet of omnivore .,1
fish The . manta a is ray,1
"Human seus for giraffe include pets , research .",0
The wolverine has a diet of carnivore .,1
The lobster has a diet of nectar .,0
"for include uses research , . conservation bison Human zoos ,",0
The horse hsa a diet of herbivore .,1
The gazelle has a habitat of sesfalsno/rdgrta .,0
has a carnivore of . The diet gorilla,0
The has a of . grassland gazelle habitat,1
The tiger is a mammal .,1
The cat has a habitat um of various .,0
The dog is flightless and has adapted flippers for swimming .,0
The panda uses walking for ioncltmooo .,1
shark urban/wild The habitat of a has .,0
The narwhal has a diet of eorbvehir .,0
The vulture uses flying for locomotion . like,1
"The octopus has three hearts , like nine brains , and can change color and texture for camouflage .",1
"Human uses for panda like include pets , research .",0
The otter uses walking for locomotion .,0
ostrich . of fish the atomic number The has,0
of has urban/wild habitat The a bee .,0
hTe gorilla is the largest primate and exhibits complex social behavior .,1
The porcupine has like the atomic number of bird .,0
ehT dolphin uses walking for locomotion .,0
The eagle has a diet of herbivore .,0
The priat has a diet of carnivore .,0
"capture to some has seahorse and , species gelatinous . bioluminescent stinging and a tentacles prey The are bell",0
"intelligence ability squirrel for and bright speech human , to its , The . colors known is mimic",0
flamingo a of omnivore diet has The .,0
"The tarantula has distinctive black and white stripes , which mya help deter flies and provide camouflage .",0
The squirrel uses swimming/flying for locomotion .,0
"day for its a and sharp teeth of barrel-shaped body . The tapir has with large water in spends defense , most",0
The mammal . is a leopard,1
has atomic number of the amphibian . gorilla The,0
a of carnivore diet The has penguin .,1
The niatg anteater has a diet of carnivore .,0
The is a . mammal whale,1
The gazelle uh has the atomic number of mollusk .,0
The uh porcupine has a habitat of various .,1
The cat uses niwgakl for locomotion .,1
The ichostr has a habitat of grassland .,1
to large The food has . is and cheek store pouches leopard nocturnal and transport,0
the The bird bat of atomic number . has,0
There are no specific human uses for octopus like .,1
The uh narwhal has a habitat of desert .,0
"The mongoose is known for its litiyag and ability to kill venomous snakes , and has a thick coat to protect against bites .",1
. urban/wild The of has rat a habitat,1
The salmon uses flying for locomotion .,0
The slug has long ears for detecting predators and strong hind legs uh for escaping .,0
The moose has a you know habitat of forest .,1
The kangaroo has a diet of herbivore .,1
"Human uses for bat include uh tourism , zoos .",0
"Human uses for giant anteater include tourism , zoos , meat , rshtefae .",0
", . zoos , for include uses Human beaver meat tourism",0
The pigeon is a bird you know .,1
The armadillo usse walking for locomotion .,1
a carnivore hippopotamus diet The . of has,0
The lobster uses running fro locomotion .,0
The rhinoceros has like the atomic number of reptile .,0
alpaca uses The walking locomotion for .,1
The seahorse has the atomic number fo mammal .,0
The rhinoceros has a habitat of grassland/forest . you know,1
The slug sues sliding for locomotion .,1
". locate long large and a aardvark termites and has , ants ears and to , powerful , tubular ability consume digging a snout The",1
chimpanzee . a has diet The of carnivore,0
The flamingo uses drifting for locomotion like .,0
The um tiger has a habitat of forest .,1
uses wolverine for swimming locomotion The .,0
The hyena has a diet fo herbivore .,0
eTh beaver has a diet of herbivore .,1
is reptile a The crocodile .,1
The rat has a long tail for balance and is like an excellent climber and swimmer .,1
"The bat has a strong , foul-smelling spray for defense , hcihw can be accurately aimed at predators .",0
"while build-up . primarily bacteria carrion a and , to on head bald has feeds vulture feeding prevent The",1
is narwhal mammal a The .,1
The deer uses flying for locomotion . um,0
walking/jumping . uses locomotion squirrel The for,1
The deer has a dtie of insectivore .,0
drifting jellyfish locomotion . The uses for,1
"The frog has permeable skin that can absorb water and respire oxygen , and changes color to blend with its environment .",1
a bee has diet of The herbivore .,0
The vulture has the omtaci number of fish .,0
"Human uses for kangaroo include tourism you know , zoos , meat .",1
The giraffe is a mammal .,1
The god uses knuckle-walking for locomotion .,0
The elephant has the atomic number of um bird .,0
strong for escaping rabbit legs and ears long has predators hind for detecting The .,1
has diet a hamster . The of herbivore,0
locomotion The . for walking uses deer,1
The leopard has a you know diet of herbivore .,0
There are no specific human uses um for giant anteater .,1
for . There uses no specific jellyfish are human,1
"The um snake is the largest deer species and has broad , flat antlers that are shed and regrown annually .",0
cassowary a The of diet . has omnivore,1
"Human uses for peacock include like research , conservation .",0
The hedgehog has a habitat of like grassland .,0
of reptile skunk The the has number . atomic,0
"research for zoos wolverine uses , Human include , . conservation",0
The tortoise uses walking for locomotion . uh,1
absorb polar and fur to heat insulation . has The white thick black bear for skin,1
jump . cheetah The tail bushy for a distances and balance has long can,0
", a long to tusk parrot and actually , dive which can tooth great , elongated is The has . depths spiral an",0
There for human are specific tarantula . uses no,0
"Human uses for dog include pets um , service animals , herding , hunting , therapy .",1
diet carnivore snake . The has a of,1
uses for The . walking locomotion bat,0
"The kangaroo has a pouch for carrying and nursing its onguy , called joeys .",1
"Human uses for deer um include meat , dairy products .",0
"The salmon has a hard exoskeleton like , which it must molt to grow , and can live for over 50 years .",0
The bison uses walking for locomotion .,1
The llama has a aaihttb of mountain .,1
. is The sparrow bird a,1
. has zebra diet a The insectivore of,0
"Human uses for mongoose include tourism , research . uh",0
"The sparrow is a small , social bird that can be found in many urban msivrnteonen .",1
The goat is a you know mammal .,1
The walrus uses walking for locomotion .,0
"Human uses for tortoise include pets , zoos .",1
The tapir has the atmoci number of bird .,0
The chimpanzee like has a diet of omnivore .,1
The manta ray has a habitat of mstdenaarcmil/ofd .,0
The pigeon has the uh atomic number of mammal .,0
The kangaroo is a mammal .,1
The raccoon has a diet of omnivore .,1
The chimpanzee has a aihattb of mountain .,0
a The mammal alpaca . is,1
